run_id,seed,cv_repeat,cv_fold,probability_bin_center,observed_frequency,mean_predicted_probability,bin_count
25,2051,5,0,0.05,0.010372178157413058,0.01279454411136389,1639
25,2051,5,0,0.15000000000000002,0.08029197080291971,0.14685333442765744,274
25,2051,5,0,0.25,0.2542372881355932,0.24706326151066876,177
25,2051,5,0,0.35000000000000003,0.25333333333333335,0.3525477253486263,150
25,2051,5,0,0.45,0.3502824858757062,0.45081012829282635,177
25,2051,5,0,0.55,0.5163043478260869,0.5480949823556187,184
25,2051,5,0,0.6500000000000001,0.6329113924050633,0.65098957502458,237
25,2051,5,0,0.75,0.8095238095238095,0.7551462249288602,252
25,2051,5,0,0.8500000000000001,0.9035532994923858,0.8531248688289003,394
25,2051,5,0,0.95,0.9833653230966091,0.977588186036629,1563
26,2052,5,1,0.05,0.007481296758104738,0.015006652932895487,1604
26,2052,5,1,0.15000000000000002,0.0996309963099631,0.148210973415182,271
26,2052,5,1,0.25,0.14218009478672985,0.24631002917635902,211
26,2052,5,1,0.35000000000000003,0.21656050955414013,0.34792819294490157,157
26,2052,5,1,0.45,0.44171779141104295,0.45094176216258897,163
26,2052,5,1,0.55,0.514792899408284,0.5558218823322612,169
26,2052,5,1,0.6500000000000001,0.6224489795918368,0.6535521738493281,196
26,2052,5,1,0.75,0.78515625,0.7516218494445905,256
26,2052,5,1,0.8500000000000001,0.9108433734939759,0.8550182362791382,415
26,2052,5,1,0.95,0.9738317757009346,0.9765965653984076,1605
27,2053,5,2,0.05,0.006218905472636816,0.013114389941944095,1608
27,2053,5,2,0.15000000000000002,0.10569105691056911,0.1446679865687161,246
27,2053,5,2,0.25,0.2046783625730994,0.24625062557774438,171
27,2053,5,2,0.35000000000000003,0.23333333333333334,0.34839245643776917,180
27,2053,5,2,0.45,0.39603960396039606,0.44604144706142385,202
27,2053,5,2,0.55,0.44776119402985076,0.5510967339210491,201
27,2053,5,2,0.6500000000000001,0.6559633027522935,0.6501448487181445,218
27,2053,5,2,0.75,0.8114478114478114,0.7508830003146303,297
27,2053,5,2,0.8500000000000001,0.9072681704260651,0.8569608169324944,399
27,2053,5,2,0.95,0.981639344262295,0.9779984601826177,1525
28,2054,5,3,0.05,0.008443908323281062,0.014362201092399194,1658
28,2054,5,3,0.15000000000000002,0.07792207792207792,0.1482501960169215,231
28,2054,5,3,0.25,0.12626262626262627,0.24871212805598136,198
28,2054,5,3,0.35000000000000003,0.2727272727272727,0.3512019505528052,176
28,2054,5,3,0.45,0.3785310734463277,0.4506075786187911,177
28,2054,5,3,0.55,0.572972972972973,0.5535069913938827,185
28,2054,5,3,0.6500000000000001,0.7050691244239631,0.6494738737354708,217
28,2054,5,3,0.75,0.8021978021978022,0.7549464345994342,273
28,2054,5,3,0.8500000000000001,0.9434447300771208,0.8535419991069889,389
28,2054,5,3,0.95,0.9773169151004537,0.977365143960856,1543
29,2055,5,4,0.05,0.008583690987124463,0.01372549927371169,1631
29,2055,5,4,0.15000000000000002,0.0830188679245283,0.14799703883671525,265
29,2055,5,4,0.25,0.13227513227513227,0.24962654284547348,189
29,2055,5,4,0.35000000000000003,0.3333333333333333,0.3470919233514761,171
29,2055,5,4,0.45,0.40782122905027934,0.4498791096708939,179
29,2055,5,4,0.55,0.5631578947368421,0.5511863752726941,190
29,2055,5,4,0.6500000000000001,0.6981132075471698,0.6519617838013969,212
29,2055,5,4,0.75,0.7904411764705882,0.7520774789258379,272
29,2055,5,4,0.8500000000000001,0.8919667590027701,0.854742601765042,361
29,2055,5,4,0.95,0.9784263959390863,0.9775634329023504,1576
30,2056,6,0,0.05,0.010982306284319707,0.012986579809338625,1639
30,2056,6,0,0.15000000000000002,0.08835341365461848,0.1464051799843437,249
30,2056,6,0,0.25,0.12643678160919541,0.24831956767956379,174
30,2056,6,0,0.35000000000000003,0.26063829787234044,0.3519155085505198,188
30,2056,6,0,0.45,0.3619631901840491,0.4467328017968448,163
30,2056,6,0,0.55,0.5372340425531915,0.5517253482934115,188
30,2056,6,0,0.6500000000000001,0.7107843137254902,0.6525762638890681,204
30,2056,6,0,0.75,0.7912087912087912,0.7544627989550605,273
30,2056,6,0,0.8500000000000001,0.9054373522458629,0.8533558649730635,423
30,2056,6,0,0.95,0.9773609314359638,0.9790927925337272,1546
31,2057,6,1,0.05,0.014251781472684086,0.015724424210747517,1684
31,2057,6,1,0.15000000000000002,0.11885245901639344,0.14744405941103902,244
31,2057,6,1,0.25,0.20670391061452514,0.24487157269711834,179
31,2057,6,1,0.35000000000000003,0.30057803468208094,0.348830538980995,173
31,2057,6,1,0.45,0.35542168674698793,0.45353069337083884,166
31,2057,6,1,0.55,0.5209580838323353,0.5527250725814141,167
31,2057,6,1,0.6500000000000001,0.6372093023255814,0.6531977973452385,215
31,2057,6,1,0.75,0.8118811881188119,0.7497961641750154,303
31,2057,6,1,0.8500000000000001,0.9318801089918256,0.8557994252247819,367
31,2057,6,1,0.95,0.9767591994835377,0.9769651183354501,1549
32,2058,6,2,0.05,0.0076726342710997444,0.014877120143337611,1564
32,2058,6,2,0.15000000000000002,0.0821917808219178,0.14861664586824472,292
32,2058,6,2,0.25,0.0972972972972973,0.24893542008318778,185
32,2058,6,2,0.35000000000000003,0.2857142857142857,0.35532824101665916,168
32,2058,6,2,0.45,0.3742690058479532,0.45182469927119734,171
32,2058,6,2,0.55,0.5181347150259067,0.5516203895190022,193
32,2058,6,2,0.6500000000000001,0.6265560165975104,0.6487230674114749,241
32,2058,6,2,0.75,0.7665369649805448,0.7508055572590272,257
32,2058,6,2,0.8500000000000001,0.9121447028423773,0.8534136302252486,387
32,2058,6,2,0.95,0.9811202013845186,0.977427159782052,1589
33,2059,6,3,0.05,0.010095011876484561,0.013723538998355544,1684
33,2059,6,3,0.15000000000000002,0.07758620689655173,0.1488790337131217,232
33,2059,6,3,0.25,0.22702702702702704,0.24644899020046965,185
33,2059,6,3,0.35000000000000003,0.28,0.3531024869050596,175
33,2059,6,3,0.45,0.39106145251396646,0.4539546959988545,179
33,2059,6,3,0.55,0.5341614906832298,0.5533448998969174,161
33,2059,6,3,0.6500000000000001,0.654639175257732,0.6505975274888286,194
33,2059,6,3,0.75,0.78515625,0.7510498152248133,256
33,2059,6,3,0.8500000000000001,0.9106280193236715,0.855330102995537,414
33,2059,6,3,0.95,0.9814932992980216,0.9761573443063837,1567
34,2060,6,4,0.05,0.008130081300813009,0.013022632854702525,1599
34,2060,6,4,0.15000000000000002,0.0648854961832061,0.14627720440143407,262
34,2060,6,4,0.25,0.1902439024390244,0.24882124149070806,205
34,2060,6,4,0.35000000000000003,0.20481927710843373,0.3533847820970543,166
34,2060,6,4,0.45,0.4097560975609756,0.45024474158246236,205
34,2060,6,4,0.55,0.5108695652173914,0.552736092902368,184
34,2060,6,4,0.6500000000000001,0.6666666666666666,0.6480827877271148,210
34,2060,6,4,0.75,0.8218623481781376,0.7499904583575454,247
34,2060,6,4,0.8500000000000001,0.89501312335958,0.8547762030970801,381
34,2060,6,4,0.95,0.9829867674858223,0.9777701664514441,1587
35,2061,7,0,0.05,0.007334963325183374,0.014825594125899002,1636
35,2061,7,0,0.15000000000000002,0.05223880597014925,0.14742546525030006,268
35,2061,7,0,0.25,0.1791044776119403,0.24953821967434317,201
35,2061,7,0,0.35000000000000003,0.3048780487804878,0.3485613255403741,164
35,2061,7,0,0.45,0.4387755102040816,0.45255680329536974,196
35,2061,7,0,0.55,0.5536723163841808,0.5509195387326989,177
35,2061,7,0,0.6500000000000001,0.6820276497695853,0.6511304417287636,217
35,2061,7,0,0.75,0.8379446640316206,0.7502591980458987,253
35,2061,7,0,0.8500000000000001,0.917910447761194,0.8578929642113639,402
35,2061,7,0,0.95,0.9791258969341161,0.9769426864435321,1533
36,2062,7,1,0.05,0.0115995115995116,0.013902238679310095,1638
36,2062,7,1,0.15000000000000002,0.07860262008733625,0.14850411225681615,229
36,2062,7,1,0.25,0.19576719576719576,0.24844635847106544,189
36,2062,7,1,0.35000000000000003,0.21212121212121213,0.3516279093866492,165
36,2062,7,1,0.45,0.3693181818181818,0.4470155938249398,176
36,2062,7,1,0.55,0.5463917525773195,0.553730779063176,194
36,2062,7,1,0.6500000000000001,0.6478260869565218,0.6473283889627245,230
36,2062,7,1,0.75,0.8204225352112676,0.7535834163456187,284
36,2062,7,1,0.8500000000000001,0.8903061224489796,0.8528072294139235,392
36,2062,7,1,0.95,0.9774193548387097,0.9774932617199686,1550
37,2063,7,2,0.05,0.010265700483091788,0.013899134670243465,1656
37,2063,7,2,0.15000000000000002,0.12734082397003746,0.14613707726213745,267
37,2063,7,2,0.25,0.20441988950276244,0.2519981347576832,181
37,2063,7,2,0.35000000000000003,0.21518987341772153,0.3513382016048391,158
37,2063,7,2,0.45,0.3387096774193548,0.4514021717911823,186
37,2063,7,2,0.55,0.5416666666666666,0.5520665917748763,168
37,2063,7,2,0.6500000000000001,0.6731707317073171,0.6522533105875102,205
37,2063,7,2,0.75,0.7748091603053435,0.7511663812464494,262
37,2063,7,2,0.8500000000000001,0.9438775510204082,0.8544118113093078,392
37,2063,7,2,0.95,0.9790076335877863,0.9777408335658497,1572
38,2064,7,3,0.05,0.011180124223602485,0.013281375108164201,1610
38,2064,7,3,0.15000000000000002,0.10204081632653061,0.14828823957704046,245
38,2064,7,3,0.25,0.15346534653465346,0.24736782893561934,202
38,2064,7,3,0.35000000000000003,0.2611464968152866,0.3481342855184473,157
38,2064,7,3,0.45,0.3626943005181347,0.4497524814797582,193
38,2064,7,3,0.55,0.4913294797687861,0.5477721717490224,173
38,2064,7,3,0.6500000000000001,0.6634146341463415,0.6501230239930255,205
38,2064,7,3,0.75,0.7638376383763837,0.7490145843855215,271
38,2064,7,3,0.8500000000000001,0.887434554973822,0.8538009800904598,382
38,2064,7,3,0.95,0.9776258545680547,0.9783727251758579,1609
39,2065,7,4,0.05,0.00863664404688464,0.014002049998977934,1621
39,2065,7,4,0.15000000000000002,0.08888888888888889,0.14709377360071915,270
39,2065,7,4,0.25,0.15254237288135594,0.24646001177840565,177
39,2065,7,4,0.35000000000000003,0.24074074074074073,0.3507041028356397,162
39,2065,7,4,0.45,0.42424242424242425,0.45335168806843135,165
39,2065,7,4,0.55,0.5028571428571429,0.549621789798938,175
39,2065,7,4,0.6500000000000001,0.5956521739130435,0.6475270864314291,230
39,2065,7,4,0.75,0.7854545454545454,0.7500611955807166,275
39,2065,7,4,0.8500000000000001,0.908433734939759,0.8563177036454167,415
39,2065,7,4,0.95,0.9852185089974294,0.977938185785019,1556
40,2066,8,0,0.05,0.009762050030506406,0.01451028477635206,1639
40,2066,8,0,0.15000000000000002,0.10943396226415095,0.1477568258142648,265
40,2066,8,0,0.25,0.14130434782608695,0.24894761979489036,184
40,2066,8,0,0.35000000000000003,0.3275862068965517,0.35307508979358637,174
40,2066,8,0,0.45,0.3592814371257485,0.4504610081404362,167
40,2066,8,0,0.55,0.5483870967741935,0.549769291616684,186
40,2066,8,0,0.6500000000000001,0.6272727272727273,0.6504313648053015,220
40,2066,8,0,0.75,0.7976190476190477,0.7533066482872509,252
40,2066,8,0,0.8500000000000001,0.9098837209302325,0.8518253026193926,344
40,2066,8,0,0.95,0.9801980198019802,0.9778465937413451,1616
41,2067,8,1,0.05,0.008949880668257757,0.014241208223751519,1676
41,2067,8,1,0.15000000000000002,0.10505836575875487,0.14575318037059928,257
41,2067,8,1,0.25,0.16756756756756758,0.24982411215881078,185
41,2067,8,1,0.35000000000000003,0.296551724137931,0.35012673854323645,145
41,2067,8,1,0.45,0.4342857142857143,0.45101032438312677,175
41,2067,8,1,0.55,0.48633879781420764,0.5525882192990611,183
41,2067,8,1,0.6500000000000001,0.7018348623853211,0.6525678360523959,218
41,2067,8,1,0.75,0.8196078431372549,0.7536499975010655,255
41,2067,8,1,0.8500000000000001,0.9012658227848102,0.8554788024687503,395
41,2067,8,1,0.95,0.9801026957637997,0.9772008238065574,1558
42,2068,8,2,0.05,0.010050251256281407,0.01336035988562186,1592
42,2068,8,2,0.15000000000000002,0.07196969696969698,0.14435958460751389,264
42,2068,8,2,0.25,0.2097560975609756,0.24827512978223187,205
42,2068,8,2,0.35000000000000003,0.22905027932960895,0.35247241557630904,179
42,2068,8,2,0.45,0.4166666666666667,0.4489814066517018,168
42,2068,8,2,0.55,0.5597826086956522,0.5547407862545569,184
42,2068,8,2,0.6500000000000001,0.6173913043478261,0.6476076408694051,230
42,2068,8,2,0.75,0.8134328358208955,0.7534769449470405,268
42,2068,8,2,0.8500000000000001,0.9053398058252428,0.8577404676936776,412
42,2068,8,2,0.95,0.9715210355987055,0.9781082762520853,1545
43,2069,8,3,0.05,0.009253547193090685,0.013056597706478665,1621
43,2069,8,3,0.15000000000000002,0.05343511450381679,0.14770038409954375,262
43,2069,8,3,0.25,0.14942528735632185,0.25187481955838176,174
43,2069,8,3,0.35000000000000003,0.22941176470588234,0.351657427047245,170
43,2069,8,3,0.45,0.37755102040816324,0.4557969125601796,196
43,2069,8,3,0.55,0.5263157894736842,0.551277147175211,171
43,2069,8,3,0.6500000000000001,0.6367924528301887,0.6498579016708643,212
43,2069,8,3,0.75,0.8178438661710037,0.7522229535032418,269
43,2069,8,3,0.8500000000000001,0.9125,0.8550148035535008,400
43,2069,8,3,0.95,0.9840966921119593,0.9779141737408802,1572
44,2070,8,4,0.05,0.009858287122612447,0.014518393703306516,1623
44,2070,8,4,0.15000000000000002,0.08270676691729323,0.1496617650571114,266
44,2070,8,4,0.25,0.1896551724137931,0.24660168357157702,174
44,2070,8,4,0.35000000000000003,0.22905027932960895,0.35040737399908234,179
44,2070,8,4,0.45,0.37572254335260113,0.44745329601714157,173
44,2070,8,4,0.55,0.49122807017543857,0.5465242037690062,171
44,2070,8,4,0.6500000000000001,0.6666666666666666,0.6529247821616742,204
44,2070,8,4,0.75,0.7725631768953068,0.7527017856139117,277
44,2070,8,4,0.8500000000000001,0.9088785046728972,0.8553699622161949,428
44,2070,8,4,0.95,0.9832366215344939,0.9768125284741963,1551
45,2071,9,0,0.05,0.006905210295040804,0.014065330782362245,1593
45,2071,9,0,0.15000000000000002,0.056,0.1492370802142218,250
45,2071,9,0,0.25,0.1642512077294686,0.24872734808098151,207
45,2071,9,0,0.35000000000000003,0.30113636363636365,0.34996998220868847,176
45,2071,9,0,0.45,0.41358024691358025,0.44815627336434155,162
45,2071,9,0,0.55,0.573170731707317,0.5539110251987065,164
45,2071,9,0,0.6500000000000001,0.5856573705179283,0.6505872534907512,251
45,2071,9,0,0.75,0.7566539923954373,0.7549342143483945,263
45,2071,9,0,0.8500000000000001,0.9057971014492754,0.8544406491843191,414
45,2071,9,0,0.95,0.9776643267389917,0.979493346653328,1567
46,2072,9,1,0.05,0.008604794099569761,0.014574606001859246,1627
46,2072,9,1,0.15000000000000002,0.09665427509293681,0.14795374345811155,269
46,2072,9,1,0.25,0.1891891891891892,0.24514519871187787,185
46,2072,9,1,0.35000000000000003,0.31386861313868614,0.34878542509191024,137
46,2072,9,1,0.45,0.36464088397790057,0.4502471729878457,181
46,2072,9,1,0.55,0.44329896907216493,0.5474341598573,194
46,2072,9,1,0.6500000000000001,0.6558139534883721,0.6491515201915541,215
46,2072,9,1,0.75,0.7745454545454545,0.7514698799539263,275
46,2072,9,1,0.8500000000000001,0.9244791666666666,0.8545434048496857,384
46,2072,9,1,0.95,0.9791139240506329,0.9767854177791672,1580
47,2073,9,2,0.05,0.010303030303030303,0.013555344210835278,1650
47,2073,9,2,0.15000000000000002,0.10843373493975904,0.14815855408694842,249
47,2073,9,2,0.25,0.1784037558685446,0.24904050565002614,213
47,2073,9,2,0.35000000000000003,0.24848484848484848,0.3532444320821653,165
47,2073,9,2,0.45,0.4652777777777778,0.4473296527372924,144
47,2073,9,2,0.55,0.4823529411764706,0.5511694851777745,170
47,2073,9,2,0.6500000000000001,0.6724890829694323,0.652495723008819,229
47,2073,9,2,0.75,0.7591240875912408,0.7527023433864249,274
47,2073,9,2,0.8500000000000001,0.9213197969543148,0.8556863673223883,394
47,2073,9,2,0.95,0.9807568954457986,0.9779400053164475,1559
48,2074,9,3,0.05,0.008755472170106316,0.013159561774605808,1599
48,2074,9,3,0.15000000000000002,0.109375,0.14394088666988925,256
48,2074,9,3,0.25,0.1382488479262673,0.24931842802863197,217
48,2074,9,3,0.35000000000000003,0.24157303370786518,0.34921287665186895,178
48,2074,9,3,0.45,0.3442622950819672,0.4527031415402111,183
48,2074,9,3,0.55,0.5371428571428571,0.5523898299613852,175
48,2074,9,3,0.6500000000000001,0.7004608294930875,0.6559480893287547,217
48,2074,9,3,0.75,0.8201438848920863,0.7547485206588467,278
48,2074,9,3,0.8500000000000001,0.9064935064935065,0.8520516148870332,385
48,2074,9,3,0.95,0.9775497113534317,0.9764919614237271,1559
49,2075,9,4,0.05,0.010778443113772455,0.014078337162482312,1670
49,2075,9,4,0.15000000000000002,0.09302325581395349,0.14579521199045234,258
49,2075,9,4,0.25,0.15976331360946747,0.24801931993653728,169
49,2075,9,4,0.35000000000000003,0.29411764705882354,0.3514809566207053,187
49,2075,9,4,0.45,0.4098360655737705,0.4520386132809579,183
49,2075,9,4,0.55,0.5562130177514792,0.5473053251469726,169
49,2075,9,4,0.6500000000000001,0.6534653465346535,0.6532991854802149,202
49,2075,9,4,0.75,0.8142292490118577,0.7532355756369304,253
49,2075,9,4,0.8500000000000001,0.9175257731958762,0.8563204028991829,388
49,2075,9,4,0.95,0.9814932992980216,0.9768656436844126,1567
